t_id,males_FPKM_Coeff_of_Var,females_FPKM_Coeff_of_Var
57,0.30865563710852,0.342580867019836
58,0.368687872570188,0.300258110984891
59,0.26568966311423,0.517229870027542
60,0.470034641681281,0.235060728128226
61,NA,0.573886156241979
62,0.150764938597255,0.283124258737921
63,0.368457623811135,0.235798016984462
64,0.867012221142355,0.299207747807142
65,0.945069320290958,0.748688070269048
66,0.054104831257423,0.14438069876025
67,0.206019432911674,0.194407856235475
68,0.354865174196818,0.475347323020286
69,1.34042296127423,1.70119970269004
70,1.22688461077473,1.19802222759464
71,0.482437558807647,0.249441287056062
72,0.521452485723214,0.545451547114657
73,1.05524469131117,0.204452631337768
74,0.499263985840803,0.48162524291467
75,0.276453315399297,0.365268075522614
76,0.176160304566852,0.288150177641694
77,0.385360813129359,1.11592100178455
78,0.232981792440911,0.46397078270008
79,1.79753351359517,2.27520834892052
80,0.470767204461643,0.649101382446135
81,NA,1.65132469909775
82,0.494332171870383,0.822849735633983
83,NA,NA
84,0.51640192913425,0.795460297843699
85,0.456130433636354,1.07818823493152
86,0.24227628121145,0.309858913768476
87,0.413808557141798,0.444780621116165
88,2.08600660397555,0.673237563358465
89,0.162207076104177,0.150966333448
90,0.658495281881899,2.27501819137854
91,0.593159069726829,2.46095360354883
92,2.12499981739983,2.23229677095514
93,0.938416971376197,1.2642876491098
94,0.237769605430522,0.590905073257041
95,1.2076061415618,2.13515448930784
96,0.921959719658088,0.336473913621293
97,2.125,1.65469911306685
98,NA,1.91676823200765
99,NA,2.8401388789153
100,NA,1.91032409711935
101,1.59191049180936,NA
102,1.31946495535923,NA
103,0.877302984186404,1.84121703976872
104,2.125,2.91681547239451
105,1.5668406521167,1.14644506935876
106,NA,2.20152092397466
107,NA,NA
108,1.31256390772049,1.24813092006435
109,NA,NA
110,0.605579380494151,0.339058813972216
111,NA,0.493072640854413
112,0.270183509019382,0.462643822924211
113,0.65063704860785,1.65531671719257
114,NA,NA
115,0.667265855819371,2.21419373786241
116,0.815750151791842,2.91681547239451
117,2.125,2.13343326032217
118,0.442559038516412,0.514747654827112
119,0.620141921558568,0.641265477920566
120,0.70543522866366,2.0840060370546
121,2.125,0.680274390267049
122,0.340887628315968,0.665875886775446
123,1.46492988725637,0.444694666389747
124,0.203260758675429,0.427917306887206
125,0.445477411338427,0.301041114355548
126,1.56022833987205,0.944933782841561
127,2.08391595093162,2.88491262672271
128,0.316906078210323,0.483524014977136
129,0.592556609105282,1.3118463766397
130,2.125,NA
131,1.06770688209375,2.91681547239451
132,1.12317922382466,1.13784419049922
133,2.125,NA
134,0.645714201796572,0.918060940280525
135,0.565141389815344,2.06370447810921
136,0.581862419293611,0.606245163761076
137,0.428976708044591,2.09918587719836
138,1.22715114191794,2.91681547239451
139,0.399036130490708,1.30509461181396
140,0.578784029757664,0.997818728193212
141,0.498620374562055,1.54660586480412
142,0.343891341697061,0.868833526279532
143,0.302779923933416,0.851573083527256
144,0.633296728913228,1.65858599617093
145,0.829426092328049,1.25920979567056
146,1.27819500093046,0.531183687819323
147,0.503098410965815,0.423277899636404
148,0.507420155788764,0.678020421448773
149,0.52781894885972,1.32804195239616
150,0.271186482672042,0.457678224517055
151,0.464719218401461,0.491395210345694
152,2.125,1.61305152246185
153,0.676730175597436,0.424587767806881
154,0.519747843093937,0.701577230611491
155,0.152274568750356,0.328620887410767
156,1.35575856326272,0.332293142895748
157,0.795591881204104,1.00118991159801
158,2.125,2.91681547239451
159,NA,2.91681547239451
160,0.484828747588732,1.25426906736448
161,0.351442862527911,1.25174374357267
162,NA,NA
163,NA,NA
164,0.648011491186816,1.88914694522607
165,1.26171304500136,NA
166,0.421115594527708,1.91032663708046
167,0.695013203606919,1.61138551503733
168,1.62845190524344,1.33090831370888
169,0.594878237613605,0.624724260769329
170,0.409093771021976,0.486527359900423
171,0.710886679492868,1.17050409397283
172,0.395023316365527,1.15430942397389
173,1.07143240901136,1.42818626039358
174,0.326144038489786,1.0952509095579
175,0.25086412836556,2.91681547239451
176,0.417333708563734,1.05450837060455
177,0.143681074575294,1.12323722674015
178,0.307706987091214,0.444242399300721
179,0.640479862521967,0.573136885521255
180,0.494412312941229,0.724592244552597
181,0.548458280039272,0.920617304306989
182,0.387822961805294,1.05426824026641
183,0.489770104621934,1.55391103245663
184,0.492077085662551,0.930194037394679
185,0.4833816450663,0.438047132787559
186,0.626023743484673,0.755088096483081
187,0.693417955296977,0.850704612906299
188,0.500400080601773,1.51161075810281
189,1.1570761651926,NA
190,NA,NA
191,0.472678327065267,0.946842872541824
192,0.540531732512527,0.764259708952626
193,0.753425320304719,0.229256198169365
194,0.549086436333789,0.486743866160993
195,1.18375710681009,0.861713456895915
196,2.125,2.91681547239451
197,0.568331329148552,2.49266641649471
198,0.0428390755525586,0.323161211481833
199,0.49005177133027,0.26385958095011
200,1.53669924869287,1.15486383695399
201,0.744225132681532,1.19862961954334
202,1.51408771111482,0.482029486659168
203,1.27564883665694,0.872653509502376
204,0.462611279706581,1.17208384191869
205,2.125,0.83945239835632
206,0.118861081940295,0.190954606987191
207,2.125,0.886221107697567
208,0.494680948575557,1.81506071307404
209,2.125,NA
210,0.801202842929032,0.72795618111928
211,NA,NA
212,0.753936008780678,1.00029731500594
213,0.867691205736452,1.31452006166231
214,0.485840283171029,0.904746193967919
215,2.125,0.834946458278965
216,1.59978513078435,0.979544321445759
217,2.125,0.796808749226573
218,NA,NA
219,0.711295708290292,2.79633835126357
220,NA,2.89341646092462
221,2.125,0.957042265040961
222,2.125,1.48024657044763
223,0.804001889714004,1.912079692052
224,1.00026401450576,NA
225,0.687772764961309,1.19088426064149
226,0.655765318802535,1.23632341769166
227,0.519173704016989,2.91681547239451
228,0.493748787556351,0.965378073878832
229,0.483286573771067,0.928535614933323
230,1.09697054068538,2.91681547239451
231,0.761816584771999,1.34128148990853
232,1.06280359486247,1.88807192238145
233,0.763290376960912,0.87081618394207
234,0.41287500671732,1.16017696079069
235,0.495684774698158,1.11629191249676
236,0.573419717656735,2.91681547239451
237,0.685665526043284,1.92158864675347
238,1.22756128948,0.376118007890736
239,NA,1.6138707115837
240,0.75040309880011,0.480620975375473
241,0.386273910713813,0.758035199285036
242,0.470203229802233,0.379143608894026
243,1.75574368912902,0.869771962672782
244,0.695414748582859,0.932804149672288
245,0.809077109869961,0.535193895304937
246,2.125,0.683690112600531
247,2.125,0.803740548985515
248,0.707099469506839,0.789630047582184
249,1.64474471485764,0.680046436659442
250,1.41215444023949,1.44634975712376
251,0.686864033359922,0.785526116938265
252,NA,2.91681547239451
253,0.667397749092201,1.20897783884841
254,0.813156856564106,0.896890113471796
255,1.26206458915619,1.81664098742575
256,0.577620634566668,1.0249248878929
257,0.112033141786057,0.571817483862056
258,1.3660059171879,0.86552827201403
259,1.84013452064427,1.2495284014375
260,0.906794882860983,1.72773418314001
261,0.119508424679132,0.196230454900576
262,0.331216248466173,0.309616795491363
263,0.472743414422934,1.188048009964
264,NA,NA
265,0.438999032255746,1.07654531356513
266,0.594600847928076,NA
267,0.588395951868843,1.65371863253742
268,2.125,NA
269,1.06169323093724,0.967632925870979
270,0.469822945452089,0.267798187655035
271,0.217582929118182,0.182571663417516
272,0.669595237258283,0.406942734472982
273,0.143983749022256,0.147677661347635
274,2.125,0.529834705800142
275,1.4207229870295,0.374797117953883
276,0.69319820852504,0.710857436569157
277,0.386517212326896,0.4261107907289
278,0.478091044318487,0.356742443126792
279,0.463604043397483,0.624108042443041
280,0.476337809447714,0.589116146807268
281,0.472583754008595,0.311171119685035
282,0.419895790762261,0.292037893803088
283,NA,2.64872246309625
284,0.725726929817583,2.91681547239451
285,2.125,0.812240624357298
286,1.42747430340036,2.91681547239451
287,0.124993638954882,0.311358084918141
288,0.629038045598411,NA
289,0.822526329165012,0.245538923949815
290,1.300478466633,0.245882062700027
291,1.13900039703526,0.223154499945708
292,1.41081732645178,0.290092236177633
293,2.125,2.91681547239451
294,0.451976488840456,0.418104591015455
295,0.367446559303802,1.69986173388656
296,0.506565123547828,0.393201643907168
297,0.682082332643573,1.02328206050448
298,0.658099108351456,1.4253466106015
299,NA,NA
300,1.29218493056417,NA
301,1.13716051640398,1.72575074543474
302,0.590941605125982,1.46183245711441
303,0.442179684871628,1.03992171539333
304,0.434180021511141,0.747229490927347
305,0.34933723004734,0.299690680438062
306,0.551034090657046,1.04736354307383
307,0.485241298561759,1.47333850339353
308,0.809656837605975,1.09539997348595
309,1.32018485182316,1.82284472041233
310,2.125,NA
311,0.845780123516967,1.56893592019685
312,0.946594148650766,1.16488474795862
313,0.784875735838521,2.91681547239451
314,0.41397193424509,1.09194991571748
315,0.607346065165099,1.0054487196634
316,0.73678552487022,2.19901328944504
317,1.49586529845687,0.990450225555793
318,NA,1.49905446477795
319,0.543306806731384,0.315361305410124
320,1.28189000561512,0.592138307956738
321,1.43561079754256,0.343665253251968
322,2.125,1.65315671042969
323,0.484210670760272,0.408086280051547
324,1.32228900915059,2.03107669706949
325,2.125,0.959776879021701
326,NA,NA
327,1.24591537078814,0.39908200462496
328,0.65467518640147,0.436770352670261
329,NA,0.319113064379889
330,2.125,0.540935472262019
331,NA,0.414414819249039
332,0.714557131700379,0.320083340572666
333,0.743701921714638,0.793605393751749
334,0.947950388572384,0.356526584669231
335,1.22940265583074,0.88735198305481
336,1.24798565067574,0.549272529208225
337,1.52782362498784,0.81918728211536
338,1.55122805964144,0.492997021823529
339,NA,1.14665055795115
340,NA,2.88226572490418
341,0.594526770891673,0.407169358755484
342,1.3188756395794,0.419517038169818
343,0.542424166889329,2.15901035365976
344,0.421121344800555,0.749157886254639
345,0.742681233023251,1.30053278664598
346,0.391480713310451,0.22965563190354
347,0.614235535985254,0.882643274328016
348,0.361097637995711,1.1092601179187
349,1.07955092346088,1.06324874775717
350,1.04789401329337,0.895021910167904
351,0.755912921768098,0.981370681991502
352,0.758437171982928,0.65374142858723
353,0.65657591667547,0.713154982725393
354,2.125,NA
355,0.630069199410902,0.726551247524423
356,1.7570216659188,0.952776399741388
357,0.744447019122277,1.13146478367367
358,0.429709202547111,0.567813717781043
359,0.703531434630965,0.514131659072855
360,0.450676787351001,0.789592228517214
361,2.125,0.58881231279434
362,0.445320894906466,0.921410330823736
363,NA,NA
364,0.294935834680429,1.19535221549792
365,0.934683969038875,2.06052269973578
366,0.24252282533294,2.22971128963554
367,0.763282107065774,2.91681547239451
368,0.563093456677061,0.799326564976717
369,1.44056909233265,NA
370,0.268286164762774,2.31430281904497
371,0.508509343707525,1.67276568379949
372,NA,NA
373,NA,NA
374,NA,NA
375,NA,NA
376,NA,NA
377,NA,NA
378,NA,NA
379,NA,2.91681547239451
380,0.770849917017821,2.91681547239451
381,1.51917511860285,2.91681547239451
382,0.799492243375073,2.91681547239451
383,0.858148519084829,2.91681547239451
384,1.15325373913004,2.91681547239451
385,0.649510117235704,1.07767017370016
386,0.4473829011061,2.08787794367385
387,0.459803885779033,1.91587890485834
388,1.46599350488296,1.412706466479
389,0.370169713579661,0.612896972681976
390,NA,0.739955999256784
391,1.23102891934997,1.53926527333839
392,0.657643309242788,0.946438338958507
393,2.125,2.91681547239451
394,0.637981537238074,0.553801793657521
395,0.250990673085491,0.354883611680658
396,0.513820138669774,0.51292187032797
397,2.125,1.97737767412796
398,NA,2.91681547239451
399,0.143624791067112,0.627462332724509
400,0.660503186490027,0.876255519916887
401,0.310577060827804,0.229152031759232
402,0.283422473825357,0.454151759044639
403,0.466810763555814,0.477309982753728
404,0.611621472782178,1.16888347739614
405,0.528110504686813,1.40322913172628
406,0.322499483885686,1.36704002443657
407,0.363481940385269,1.83123573863207
408,0.54176149745822,1.49966315490176
409,0.837957330668376,1.29635133398453
410,0.494331806643791,0.45028127114991
411,2.125,1.68046635433743
412,0.543728583567375,0.651602182157244
413,2.125,2.22305677033807
414,1.11867078622591,NA
415,1.06446152224992,2.91681547239451
416,0.362397318278249,0.522251858053171
417,0.496038595496195,1.25852399458723
418,0.364181986033336,0.215219796982866
419,0.585483114395606,1.02365846323088
420,0.213480839730369,0.429957070486784
421,0.439242152757924,0.999147272018735
422,2.125,1.93802819987302
423,0.766970429099176,0.297316401835279
424,1.5332854612594,1.41352094513127
425,0.408090751228125,1.55249144010445
426,2.125,1.07757902432053
427,1.73221631978778,1.31355628434307
428,0.60917695377635,0.686824890084014
429,0.501033621030869,0.580012295324259
430,NA,NA
431,NA,2.91681547239451
432,0.556686208941489,2.24716940781831
433,0.299069607831161,0.554878609262778
434,NA,0.831890602011184
435,NA,1.05543217594338
436,0.37457489061471,1.46211336931325
437,0.738945769868528,0.784000771470878
438,0.600455653499908,0.960477343010995
439,0.660162756655308,0.480227564954977
440,2.125,1.99970434961546
441,0.253666665875868,0.283014557963117
442,0.229848577894425,0.519698913312244
443,0.549135604026248,0.386557757860525
444,0.103354487950483,0.252788396638205
445,0.693475414955931,0.584058924983585
446,0.591075297611619,0.858985747826843
447,2.125,2.88447099050241
448,2.125,1.5111041707805
449,0.670571780279817,0.872174542762177
450,NA,2.57138610103171
451,2.125,1.36882075949509
452,0.49270337804045,0.577394933588339
453,NA,0.644885226520285
454,0.496129416483782,0.398905412606382
455,0.406268940440899,2.19516866264273
456,0.536091459885017,0.845235535745838
457,NA,2.91681547239451
458,0.882207591899808,1.07025537767209
459,0.718533127106923,0.484289609284144
460,0.462085249005658,0.591963019578704
461,0.664909413839434,0.68975317825788
462,2.125,NA
463,0.744286914691186,2.1009406768113
464,2.125,0.264936542935532
465,2.125,1.48002995871127
466,0.691457361777331,0.600374613584629
467,0.233155664126186,0.560324374471149
468,0.629458482771638,0.970706033200741
469,0.295590883507056,0.235661382140945
470,0.875753818005283,0.767546978424082
471,0.508236098706892,0.31401510222138
472,0.539659795386839,2.55267101257427
473,1.28137692954186,1.41115017198344
474,0.510807896591517,0.633059879857267
475,2.125,1.9262956791478
476,1.82838144328311,1.91631095372999
477,0.525038550376044,0.422325821381679
478,NA,2.91681547239451
479,0.461053596149889,1.14210140506418
480,0.516536029259859,1.65482022123559
481,0.691069529619046,2.91681547239451
482,0.504687522998605,2.28424675832218
483,0.706809268044523,2.91681547239451
484,0.692272785793183,1.67719489271365
485,0.366014271262376,0.438210233047986
486,0.468541229288911,0.622978959011497
487,0.492673961524678,0.23594442560807
488,0.172560556599712,0.339413089717398
489,0.289479178603127,0.398117129121254
490,0.0855132615238767,0.878508542399178
491,0.397638368212423,0.507097962130104
492,0.445140678848277,0.577760621022422
493,0.368099256936465,0.331321959034032
494,2.125,2.56802566612627
495,1.19441715338938,0.563286009015582
496,2.125,2.91681547239451
497,NA,NA
498,1.54428526403107,1.8487502731596
499,1.65605357591021,1.30447982889134
500,0.932801605175783,NA
501,1.05045408999386,NA
502,0.629141732332001,2.08422991564982
503,1.77003177334536,2.91681547239451
504,0.526447728186304,0.994718765242642
505,0.808910190375044,1.44494055109404
506,0.386613362006655,0.965556631666213
507,NA,2.91681547239451
508,0.860321830557947,NA
509,0.622792856439672,1.03158094040201
510,NA,2.91681547239451
511,2.125,1.67998771249008
512,1.24064674640666,2.91681547239451
513,0.322762503765615,0.465725793731753
514,0.988074912307186,1.66194643905798
515,NA,NA
516,2.125,2.00751087418058
517,2.125,2.91681547239451
518,1.44186413692224,2.75934111462105
519,NA,NA
520,NA,NA
521,2.125,1.91244658156255
522,0.756219377460841,1.04813136106849
523,NA,NA
524,1.07894140330438,2.09850689358763
525,NA,NA
526,NA,NA
527,1.67215366746831,1.73282101439127
528,1.47309181948964,1.39350636339016
529,0.732740032812751,1.27270516045985
530,0.306699689826715,0.774958819799663
531,0.250654219317139,0.302941760729707
532,0.214026908917507,0.341962934632667
533,0.301384995425696,0.403464539107889
534,0.224608151888947,0.382456738624783
535,0.391442327184353,0.304448830674802
536,0.500523418249597,0.3679214730145
537,0.341373157325112,0.59715082638774
538,1.28840138863939,0.745569247378753
539,0.78945652162238,2.43717731236112
540,0.585163488062203,0.712843701704736
541,NA,2.91681547239451
542,2.125,2.91681547239451
543,NA,NA
544,NA,NA
545,1.27857591510291,1.01406437063165
546,NA,NA
547,NA,NA
548,1.10218970212261,2.59190384882537
549,NA,NA
550,0.54520075919186,0.690294383054339
551,NA,NA
552,2.125,1.91953096190323
553,0.51623441365043,1.07719574023907
554,NA,NA
555,NA,NA
556,NA,1.91075653294167
557,NA,NA
558,NA,NA
559,NA,NA
560,2.125,1.32179958007174
561,0.524415190718584,2.17872235995158
562,0.368238535056699,0.93429638192935
563,0.74808499132349,2.14047229471355
564,0.644121921765241,1.34216413984889
565,2.125,2.87191752969792
566,0.56817873602331,0.779526812960529
567,0.808348176394753,0.962576214665154
568,NA,NA
569,NA,NA
570,2.125,0.989449096089831
571,0.752054628762874,1.36197331988255
572,0.350590308581543,0.37051734785235
573,0.872005743135036,0.425990349884228
574,2.125,2.91681547239451
575,NA,NA
576,0.472280049743503,1.51480014654912
577,1.31776547083453,1.60184610557362
578,0.345548395354339,0.744319799165995
579,0.17379029461647,1.24670087155594
580,0.348281400522245,0.710794388935081
581,NA,1.17437206253381
582,1.45502352535721,1.66073430098885
583,NA,1.36110934781551
584,2.125,2.1272538323658
585,0.825573494664638,0.861283012079183
586,2.125,1.05972778446372
587,1.1923312637426,1.35989103321746
588,NA,1.75598525136632
589,1.66743106873888,1.28888027464468
590,2.125,1.77248005655496
591,1.78194047448521,0.624590962222955
592,NA,NA
593,0.224283756821143,0.37327327343941
594,2.125,0.49699299228902
595,0.455862790453051,2.47814396150791
596,0.88160116951333,2.57468130908052
597,0.997507878910981,1.14910053183281
598,2.125,2.91681547239451
599,0.505697168471188,0.656898945419435
600,NA,1.60898556466659
601,1.18669710839597,1.08446099254168
602,0.422035362822021,0.713339517566175
603,2.125,1.33146819715222
604,0.735506067973146,0.388478037397242
605,1.03901379217047,1.88703792530842
606,0.809366467829882,1.1759175739243
607,0.770555675521585,NA
608,0.083544546440866,2.00689819621549
609,2.125,0.726912396327887
610,NA,0.33489773393879
611,0.220893690362628,0.258824099402439
612,0.564080934506306,1.48998582878233
613,0.463977264342295,1.95128050185364
614,2.125,NA
615,0.660107393152501,0.811748223712217
616,0.465209622639229,1.11445277287911
617,0.655671423685375,0.446539980182956
618,0.496022839503963,1.13713646112424
619,0.326637211807134,1.12665414463154
620,0.481355317823051,0.738781006052288
621,0.608217792172056,0.591684013396235
622,0.221541595625439,0.159892061019024
623,0.351960750132804,0.904029068284373
624,0.547117597717054,1.08347659907296
625,NA,0.626949159555511
626,0.67355168979352,1.44914942022946
627,0.711028120238766,0.506853894054991
628,0.13045098153144,1.19543247949096
629,NA,2.82766339402565
630,NA,0.22453870585239
631,0.890426224782192,1.24007555422083
632,0.23681961477542,0.325796259355203
633,0.243339617755162,0.258427170918642
634,0.323072772265613,0.253452676317393
635,0.255023324407196,0.232968857024776
636,0.720430992111705,1.96906336554732
637,1.3203717290282,0.625710630201032
638,1.58678415643609,0.304377147163134
639,1.63845949537419,0.352696789417991
640,0.402505609704217,0.744400455793864
641,2.125,0.41930151638903
642,2.125,0.92494332227682
643,0.146355865817327,0.279225194941887
644,1.19894073783119,1.61464839512696
645,NA,1.25373935417304
646,1.24268014252964,0.428844619336191
647,0.287686355589765,0.339256872326023
648,0.183811853067321,0.266744626362573
649,0.460985955157032,0.420555574135825
650,2.125,1.64228822513939
651,0.419490127852709,0.774436344132196
652,2.125,2.19777783676311
653,0.961391611043187,1.77293164611117
654,0.442965564533971,2.18637199652056
655,NA,2.91681547239451
656,0.462528684960036,0.91125341473233
657,0.624560001089044,0.712215835134878
658,0.518096316826954,0.524566513663829
659,0.500753160020029,0.540207442162647
660,0.574438575065117,0.538794783031001
661,2.125,NA
662,1.51178271446487,2.19339791553452
663,1.01922120865441,0.861676019373231
664,0.901959274837033,1.44684615600689
665,0.24636636320708,0.584670261404573
666,NA,2.91681547239451
667,0.36722639344271,0.521430993663704
668,0.706810964328128,0.636792382300995
669,0.53708347493743,0.563366250248458
670,0.421333674860454,0.454247449349112
671,NA,NA
672,0.741069727007788,0.196116453048131
673,0.476272621015727,0.887743542937968
674,0.487815310934505,0.331317253079963
675,0.520683677411892,1.79183090745541
676,0.836417704785546,2.44332029499451
677,0.416403769067583,1.25053049200382
678,0.397877151710883,1.06439070129959
679,0.398726660216118,0.929571892032505
680,2.125,2.65401312269425
681,2.125,1.41046357178845
682,2.125,NA
683,0.974451245109501,0.966933002372842
684,2.125,2.91681547239451
685,2.125,1.19805079994059
686,NA,2.91681547239451
687,0.367860054064735,0.987817004670411
688,2.125,NA
689,0.670543948396285,1.47829701662491
690,1.3728310230245,1.83908694033769
691,NA,1.41698272151025
692,0.642463205259366,0.747001335445158
693,0.568071922867343,0.479411811208765
694,1.37567768852129,NA
695,0.719962252063531,1.39452780280277
696,1.02814443539174,1.54665933328588
697,1.03664189561842,2.91681547239451
698,0.202901077740236,1.05067213311035
699,1.37589280813068,2.64099888780665
700,1.85610104596637,NA
701,0.393083953390282,1.59429666422357
702,0.600378504734574,1.06846044482626
703,0.439913450761693,0.99674619104819
704,2.125,1.61216600665307
705,0.502353368095832,2.05680062279527
706,0.390333090837405,1.35940304010744
707,2.125,2.91681547239451
708,0.536892125817309,0.532627997253284
709,2.125,0.68363621219383
710,0.311586222355011,0.740701292659529
711,0.490052840237693,1.02164237955123
712,0.478042057260233,0.841909182388662
713,0.218130129176421,0.238088109940354
714,0.013056924639834,0.227043593458733
715,1.0547348369834,1.02025275151005
716,0.388456872132402,0.687842877052863
717,0.154066506165688,0.302000507591443
718,0.389363724546965,0.85621830924626
719,NA,2.91681547239451
720,0.422770415571556,1.20658433076511
721,NA,NA
722,NA,2.91681547239451
723,NA,2.91681547239451
724,NA,2.91681547239451
725,NA,NA
726,NA,NA
727,NA,NA
728,NA,NA
729,NA,2.91681547239451
730,0.580859051495027,0.991574842494128
731,0.498290651751318,1.76641678612898
732,0.178341776356194,0.216424451181939
733,2.125,1.99628036263829
734,0.548055140653353,1.47875820010889
735,2.125,NA
736,0.384741254326979,1.14578567159804
737,NA,NA
738,0.206634421849512,0.293023346361027
739,0.358145318997262,0.287364685958544
740,0.194173282972991,0.196803861746998
741,0.527266653323929,1.18719135671693
742,0.686493991137895,0.967374016797304
743,0.397132545507717,1.23975256119402
744,1.18323671417526,0.841307201691699
745,NA,NA
746,0.551495398875223,0.902593024781988
747,NA,NA
748,1.33298957889697,1.87048224739523
749,0.47233047906381,0.772001939821201
750,0.352831706520203,0.840261422358409
751,2.0852599967872,1.64277597169006
752,0.866489721218683,0.385991245148766
753,0.170139088763265,0.381133308822958
754,0.298162711570766,0.577996292080701
755,0.529963442930993,0.412124921282726
756,0.581081691408448,0.328557801024265
757,0.53113638663978,0.106450993074678
758,0.341757944972367,0.403602634831347
759,0.142530248304867,0.711181605474355
760,0.0882793493573408,0.350568225364388
761,0.179125857285813,0.282724183153096
762,0.787250634889895,1.03911754604198
763,1.17296621116427,1.4645751481029
764,0.6116197060943,1.44618582760193
765,0.849576150887768,1.92489015433644
766,1.26899458152459,2.91681547239451
767,2.125,1.95037367628758
768,1.27353931186275,2.01004753888518
769,0.36505128614895,1.51491276453331
770,0.442916387945229,1.16536859091348
771,NA,NA
772,0.775826213332756,1.75633993486129
773,0.226320064861354,2.91681547239451
774,0.842288592304933,1.75379717178045
775,0.343601607540541,1.92074496035792
776,NA,NA
777,2.125,NA
778,0.477116408456433,1.33410796558017
779,2.125,2.91681547239451
780,0.703783108980349,1.34960229044857
781,NA,2.91681547239451
782,0.231322719563198,0.200484743676344
783,0.36152273157296,0.692589000996962
784,0.288387639947533,0.261024774466116
785,0.262380254511169,0.355770434765783
786,2.125,2.91681547239451
787,0.533877615495405,1.47368190052648
788,0.412987250821874,1.01908543495334
789,0.448939405827873,1.50056706540017
790,0.567329940494611,0.524291640402426
791,NA,2.04606530853462
792,0.364190072996485,0.70245799794682
793,0.575266523745463,1.58897106623881
794,0.278459400442913,0.20447654321648
795,1.13867446021411,0.589411143214098
796,0.68313986984497,0.207147255509897
797,1.70462340448485,0.335946774013538
798,0.291689285311964,0.279978309777381
799,0.27849681178273,0.457749998269585
800,0.214401576835963,0.323446395562773
801,0.161764434929526,0.224389369096012
802,0.523674451416495,1.51912005071585
803,1.24113507078183,2.28778586942357
804,2.12312654850284,1.13707741724613
805,2.125,1.87366412429809
806,0.461621516816476,1.04370768566009
807,NA,1.94255269821585
808,0.0522138636804119,0.753141214892656
809,0.456837640043913,0.361742073797995
810,0.45027815648491,0.7804531373635
811,0.296562717172076,0.999253943198456
812,NA,NA
813,NA,NA
814,NA,NA
815,NA,NA
816,NA,NA
817,NA,NA
818,0.506607783294392,0.622647852635958
819,0.365209728011849,0.280644496028614
820,0.492678597307142,0.606133917533119
821,0.457796185616797,0.983507363221339
822,2.125,2.21044925747494
823,2.125,2.91681547239451
824,2.125,2.91681547239451
825,0.224106230931757,0.404331593056205
826,NA,NA
827,NA,1.37603840229695
828,NA,NA
829,0.64020136083879,1.42083931755233
830,0.280295628295791,0.503597573301867
831,1.23366820609795,2.91681547239451
832,0.396890851838925,0.590345449201299
833,1.02534239968452,2.01124770682335
834,0.42969272957945,0.387039612062146
835,0.164861359950386,0.261387229779038
836,0.0862334331845425,0.424263942173249
837,0.288171318471943,0.314956264847072
838,0.759099941416924,1.80128371298231
839,NA,2.91681547239451
840,0.430815869587899,1.22100633617316
841,0.592666272847799,0.893665582895834
842,1.46912514357726,2.13290542796015
843,2.125,1.99407886505159
844,0.464660886943108,1.30247657608312
845,0.359541363137053,1.38763508200581
846,0.323999547162806,1.87189461113749
847,0.457731801747998,1.60942834111955
848,1.11161861679662,2.643797421958
849,0.445978679268412,2.18811590136898
850,0.483107458201558,1.57791544002293
851,0.612894714468802,1.82225154523513
